@relation energy

@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute out real

@data
0.4639734050973564,0.4722874782333386,0.4661073294285262,0.4618204844071553,0.4703625138515118,0.4691404147538388
0.4722874782333386,0.4661073294285262,0.4618204844071553,0.4703625138515118,0.4691404147538388,0.4511698591103372
0.4661073294285262,0.4618204844071553,0.4703625138515118,0.4691404147538388,0.4511698591103372,0.4755738483457337
0.4618204844071553,0.4703625138515118,0.4691404147538388,0.4511698591103372,0.4755738483457337,0.496571157194871
0.4703625138515118,0.4691404147538388,0.4511698591103372,0.4755738483457337,0.496571157194871,0.4570334019312965
0.4691404147538388,0.4511698591103372,0.4755738483457337,0.496571157194871,0.4570334019312965,0.4786259300300776
0.4511698591103372,0.4755738483457337,0.496571157194871,0.4570334019312965,0.4786259300300776,0.4893208801646351
0.4755738483457337,0.496571157194871,0.4570334019312965,0.4786259300300776,0.4893208801646351,0.474579705556435
0.496571157194871,0.4570334019312965,0.4786259300300776,0.4893208801646351,0.474579705556435,0.4061294918473959
0.4570334019312965,0.4786259300300776,0.4893208801646351,0.474579705556435,0.4061294918473959,0.4649358872882697
0.4786259300300776,0.4893208801646351,0.474579705556435,0.4061294918473959,0.4649358872882697,0.5135792306474593
0.4893208801646351,0.474579705556435,0.4061294918473959,0.4649358872882697,0.5135792306474593,0.4768592686401773
0.474579705556435,0.4061294918473959,0.4649358872882697,0.5135792306474593,0.4768592686401773,0.4667342092765553
0.4061294918473959,0.4649358872882697,0.5135792306474593,0.4768592686401773,0.4667342092765553,0.4641190438499287
0.4649358872882697,0.5135792306474593,0.4768592686401773,0.4667342092765553,0.4641190438499287,0.4606743707456071
0.5135792306474593,0.4768592686401773,0.4667342092765553,0.4641190438499287,0.4606743707456071,0.4868450213709039
0.4768592686401773,0.4667342092765553,0.4641190438499287,0.4606743707456071,0.4868450213709039,0.4666138990026911
0.4667342092765553,0.4641190438499287,0.4606743707456071,0.4868450213709039,0.4666138990026911,0.4585974354915308
0.4641190438499287,0.4606743707456071,0.4868450213709039,0.4666138990026911,0.4585974354915308,0.4418996359031186
0.4606743707456071,0.4868450213709039,0.4666138990026911,0.4585974354915308,0.4418996359031186,0.4946588570523983
0.4868450213709039,0.4666138990026911,0.4585974354915308,0.4418996359031186,0.4946588570523983,0.4647079309798955
0.4666138990026911,0.4585974354915308,0.4418996359031186,0.4946588570523983,0.4647079309798955,0.4720975146430267
0.4585974354915308,0.4418996359031186,0.4946588570523983,0.4647079309798955,0.4720975146430267,0.4499034351749248
0.4418996359031186,0.4946588570523983,0.4647079309798955,0.4720975146430267,0.4499034351749248,0.4858192179832199
0.4946588570523983,0.4647079309798955,0.4720975146430267,0.4499034351749248,0.4858192179832199,0.4435016621814152
0.4647079309798955,0.4720975146430267,0.4499034351749248,0.4858192179832199,0.4435016621814152,0.4889599493430426
0.4720975146430267,0.4499034351749248,0.4858192179832199,0.4435016621814152,0.4889599493430426,0.461383568149438
0.4499034351749248,0.4858192179832199,0.4435016621814152,0.4889599493430426,0.461383568149438,0.4493145480449581
0.4858192179832199,0.4435016621814152,0.4889599493430426,0.461383568149438,0.4493145480449581,0.4821402564508469
0.4435016621814152,0.4889599493430426,0.461383568149438,0.4493145480449581,0.4821402564508469,0.4699066012347634
0.4889599493430426,0.461383568149438,0.4493145480449581,0.4821402564508469,0.4699066012347634,0.4589330378344151
0.461383568149438,0.4493145480449581,0.4821402564508469,0.4699066012347634,0.4589330378344151,0.4733322779800538
0.4493145480449581,0.4821402564508469,0.4699066012347634,0.4589330378344151,0.4733322779800538,0.463834098464461
0.4821402564508469,0.4699066012347634,0.4589330378344151,0.4733322779800538,0.463834098464461,0.4654804495804971
0.4699066012347634,0.4589330378344151,0.4733322779800538,0.463834098464461,0.4654804495804971,0.4680639544087383
0.4589330378344151,0.4733322779800538,0.463834098464461,0.4654804495804971,0.4680639544087383,0.470894411904385
0.4733322779800538,0.463834098464461,0.4654804495804971,0.4680639544087383,0.470894411904385,0.4617761595694159
0.463834098464461,0.4654804495804971,0.4680639544087383,0.470894411904385,0.4617761595694159,0.4410954567041317
0.4654804495804971,0.4680639544087383,0.470894411904385,0.4617761595694159,0.4410954567041317,0.515288902960266
0.4680639544087383,0.470894411904385,0.4617761595694159,0.4410954567041317,0.515288902960266,0.5096723128067121
0.470894411904385,0.4617761595694159,0.4410954567041317,0.515288902960266,0.5096723128067121,0.5012632578755738
0.4617761595694159,0.4410954567041317,0.515288902960266,0.5096723128067121,0.5012632578755738,0.4444894728510369
0.4410954567041317,0.515288902960266,0.5096723128067121,0.5012632578755738,0.4444894728510369,0.517137881905968
0.515288902960266,0.5096723128067121,0.5012632578755738,0.4444894728510369,0.517137881905968,0.4574766503086908
0.5096723128067121,0.5012632578755738,0.4444894728510369,0.517137881905968,0.4574766503086908,0.4475478866550578
0.5012632578755738,0.4444894728510369,0.517137881905968,0.4574766503086908,0.4475478866550578,0.4928162102263733
0.4444894728510369,0.517137881905968,0.4574766503086908,0.4475478866550578,0.4928162102263733,0.4781826816526832
0.517137881905968,0.4574766503086908,0.4475478866550578,0.4928162102263733,0.4781826816526832,0.4695963273705873
0.4574766503086908,0.4475478866550578,0.4928162102263733,0.4781826816526832,0.4695963273705873,0.4768022795630837
0.4475478866550578,0.4928162102263733,0.4781826816526832,0.4695963273705873,0.4768022795630837,0.4275763811936046
0.4928162102263733,0.4781826816526832,0.4695963273705873,0.4768022795630837,0.4275763811936046,0.4993636219724553
0.4781826816526832,0.4695963273705873,0.4768022795630837,0.4275763811936046,0.4993636219724553,0.4401646351116036
0.4695963273705873,0.4768022795630837,0.4275763811936046,0.4993636219724553,0.4401646351116036,0.4532277980053823
0.4768022795630837,0.4275763811936046,0.4993636219724553,0.4401646351116036,0.4532277980053823,0.4360170967231281
0.4275763811936046,0.4993636219724553,0.4401646351116036,0.4532277980053823,0.4360170967231281,0.5278581605192338
0.4993636219724553,0.4401646351116036,0.4532277980053823,0.4360170967231281,0.5278581605192338,0.4756435016621814
0.4401646351116036,0.4532277980053823,0.4360170967231281,0.5278581605192338,0.4756435016621814,0.4447237612790882
0.4532277980053823,0.4360170967231281,0.5278581605192338,0.4756435016621814,0.4447237612790882,0.4621497546303625
0.4360170967231281,0.5278581605192338,0.4756435016621814,0.4447237612790882,0.4621497546303625,0.4432357131549786
0.5278581605192338,0.4756435016621814,0.4447237612790882,0.4621497546303625,0.4432357131549786,0.5015608675003957
0.4756435016621814,0.4447237612790882,0.4621497546303625,0.4432357131549786,0.5015608675003957,0.4420706031343992
0.4447237612790882,0.4621497546303625,0.4432357131549786,0.5015608675003957,0.4420706031343992,0.4774164951717588
0.4621497546303625,0.4432357131549786,0.5015608675003957,0.4420706031343992,0.4774164951717588,0.5047395915782809
0.4432357131549786,0.5015608675003957,0.4420706031343992,0.4774164951717588,0.5047395915782809,0.4316922589836948
0.5015608675003957,0.4420706031343992,0.4774164951717588,0.5047395915782809,0.4316922589836948,0.4750736108912458
0.4420706031343992,0.4774164951717588,0.5047395915782809,0.4316922589836948,0.4750736108912458,0.439588412220991
0.4774164951717588,0.5047395915782809,0.4316922589836948,0.4750736108912458,0.439588412220991,0.4968181098622764
0.5047395915782809,0.4316922589836948,0.4750736108912458,0.439588412220991,0.4968181098622764,0.4895678328320405
0.4316922589836948,0.4750736108912458,0.439588412220991,0.4968181098622764,0.4895678328320405,0.4709197403830933
0.4750736108912458,0.439588412220991,0.4968181098622764,0.4895678328320405,0.4709197403830933,0.4768782649992085
0.439588412220991,0.4968181098622764,0.4895678328320405,0.4709197403830933,0.4768782649992085,0.4497577964223524
0.4968181098622764,0.4895678328320405,0.4709197403830933,0.4768782649992085,0.4497577964223524,0.5048155770144056
0.4895678328320405,0.4709197403830933,0.4768782649992085,0.4497577964223524,0.5048155770144056,0.4693367104638277
0.4709197403830933,0.4768782649992085,0.4497577964223524,0.5048155770144056,0.4693367104638277,0.4331359822700649
0.4768782649992085,0.4497577964223524,0.5048155770144056,0.4693367104638277,0.4331359822700649,0.4997372170334019
0.4497577964223524,0.5048155770144056,0.4693367104638277,0.4331359822700649,0.4997372170334019,0.4622574006648726
0.5048155770144056,0.4693367104638277,0.4331359822700649,0.4997372170334019,0.4622574006648726,0.4832230489156245
0.4693367104638277,0.4331359822700649,0.4997372170334019,0.4622574006648726,0.4832230489156245,0.4552794047807504
0.4331359822700649,0.4997372170334019,0.4622574006648726,0.4832230489156245,0.4552794047807504,0.4674117460820009
0.4997372170334019,0.4622574006648726,0.4832230489156245,0.4552794047807504,0.4674117460820009,0.4570713946493589
0.4622574006648726,0.4832230489156245,0.4552794047807504,0.4674117460820009,0.4570713946493589,0.4498084533797689
0.4832230489156245,0.4552794047807504,0.4674117460820009,0.4570713946493589,0.4498084533797689,0.4767832832040526
0.4552794047807504,0.4674117460820009,0.4570713946493589,0.4498084533797689,0.4767832832040526,0.4882507519392116
0.4674117460820009,0.4570713946493589,0.4498084533797689,0.4767832832040526,0.4882507519392116,0.4697103055247744
0.4570713946493589,0.4498084533797689,0.4767832832040526,0.4882507519392116,0.4697103055247744,0.4980782016780117
0.4498084533797689,0.4767832832040526,0.4882507519392116,0.4697103055247744,0.4980782016780117,0.414012980845338
0.4767832832040526,0.4882507519392116,0.4697103055247744,0.4980782016780117,0.414012980845338,0.5501598860218458
0.4882507519392116,0.4697103055247744,0.4980782016780117,0.414012980845338,0.5501598860218458,0.4381320246952667
0.4697103055247744,0.4980782016780117,0.414012980845338,0.5501598860218458,0.4381320246952667,0.4554757004907393
0.4980782016780117,0.414012980845338,0.5501598860218458,0.4381320246952667,0.4554757004907393,0.4643786607566883
0.414012980845338,0.5501598860218458,0.4381320246952667,0.4554757004907393,0.4643786607566883,0.5163716954250436
0.5501598860218458,0.4381320246952667,0.4554757004907393,0.4643786607566883,0.5163716954250436,0.4995915782808295
0.4381320246952667,0.4554757004907393,0.4643786607566883,0.5163716954250436,0.4995915782808295,0.4914231438974196
0.4554757004907393,0.4643786607566883,0.5163716954250436,0.4995915782808295,0.4914231438974196,0.5454551211017888
0.4643786607566883,0.5163716954250436,0.4995915782808295,0.4914231438974196,0.5454551211017888,0.3963590311856894
0.5163716954250436,0.4995915782808295,0.4914231438974196,0.5454551211017888,0.3963590311856894,0.4054329586829191
0.4995915782808295,0.4914231438974196,0.5454551211017888,0.3963590311856894,0.4054329586829191,0.5772803545987019
0.4914231438974196,0.5454551211017888,0.3963590311856894,0.4054329586829191,0.5772803545987019,0.4547538388475542
0.5454551211017888,0.3963590311856894,0.4054329586829191,0.5772803545987019,0.4547538388475542,0.5770144055722654
0.3963590311856894,0.4054329586829191,0.5772803545987019,0.4547538388475542,0.5770144055722654,0.4672724394491056
0.4054329586829191,0.5772803545987019,0.4547538388475542,0.5770144055722654,0.4672724394491056,0.5285483615640335
0.5772803545987019,0.4547538388475542,0.5770144055722654,0.4672724394491056,0.5285483615640335,0.4625993351274339
0.4547538388475542,0.5770144055722654,0.4672724394491056,0.5285483615640335,0.4625993351274339,0.5579104005065696
0.5770144055722654,0.4672724394491056,0.5285483615640335,0.4625993351274339,0.5579104005065696,0.5221782491689093
0.4672724394491056,0.5285483615640335,0.4625993351274339,0.5579104005065696,0.5221782491689093,0.5088111445306316
0.5285483615640335,0.4625993351274339,0.5579104005065696,0.5221782491689093,0.5088111445306316,0.4601994617698275
0.4625993351274339,0.5579104005065696,0.5221782491689093,0.5088111445306316,0.4601994617698275,0.4595092607250277
0.5579104005065696,0.5221782491689093,0.5088111445306316,0.4601994617698275,0.4595092607250277,0.5032705398132025
0.5221782491689093,0.5088111445306316,0.4601994617698275,0.4595092607250277,0.5032705398132025,0.5023713788190597
0.5088111445306316,0.4601994617698275,0.4595092607250277,0.5032705398132025,0.5023713788190597,1
0.4601994617698275,0.4595092607250277,0.5032705398132025,0.5023713788190597,1,0
0.4595092607250277,0.5032705398132025,0.5023713788190597,1,0,0.5027513059996834
0.5032705398132025,0.5023713788190597,1,0,0.5027513059996834,0.5292892195662497
0.5023713788190597,1,0,0.5027513059996834,0.5292892195662497,0.4502896944752256
1,0,0.5027513059996834,0.5292892195662497,0.4502896944752256,0.4816463511160361
0,0.5027513059996834,0.5292892195662497,0.4502896944752256,0.4816463511160361,0.4437359506094665
